Complaint_ID,Customer_ID,Complaint_Type,Priority,Created_Date,Closed_Date,TAT_Hours,Status
CMP01383,C100874,Billing Issue,Medium,2025-06-25,2025-06-26,37.54,Closed
CMP01384,C100697,No Gas Supply,Medium,2025-12-25,,,Pending
CMP01385,C100471,Low Pressure,Medium,2025-10-15,,,Pending
CMP01386,C100146,Low Pressure,Low,2025-06-09,2025-06-09,7.59,Closed
CMP01387,C100711,Gas Leakage,High,2025-01-08,,,Pending
CMP01388,C100909,Meter Issue,Medium,2025-11-26,,,Pending
CMP01389,C100972,Low Pressure,Medium,2025-04-25,2025-04-25,7.57,Closed
CMP01390,C100053,No Gas Supply,Medium,2025-04-09,2025-04-09,1.15,Closed
CMP01391,C100912,Billing Issue,Low,2025-12-23,,,Pending
CMP01392,C100861,No Gas Supply,Low,2025-11-06,2025-11-06,1.51,Closed
CMP01393,C100735,Billing Issue,Medium,2025-04-19,2025-04-25,150.08,Closed
CMP01394,C100320,Billing Issue,Low,2025-02-08,2025-02-10,70.99,Closed
CMP01395,C100711,Gas Leakage,High,2025-01-03,,,Pending
CMP01396,C100975,Gas Leakage,High,2025-10-21,2025-10-21,0.68,Closed
CMP01397,C100481,Gas Leakage,High,2025-05-28,2025-05-28,1.61,Closed
CMP01398,C100408,Gas Leakage,High,2025-03-06,2025-03-06,2.39,Closed
CMP01399,C100947,Gas Leakage,High,2025-11-18,2025-11-18,2.48,Closed
CMP01400,C100303,Billing Issue,Medium,2025-06-25,2025-06-26,27.53,Closed
CMP01401,C100172,Billing Issue,Medium,2025-12-15,2025-12-21,155.06,Closed
CMP01402,C100262,Billing Issue,Low,2025-09-17,2025-09-21,105.76,Closed
CMP01403,C100581,Meter Issue,Low,2025-03-23,2025-03-24,34.24,Closed
CMP01404,C100133,Meter Issue,Medium,2025-09-02,2025-09-04,58.74,Closed
CMP01405,C100590,Billing Issue,Medium,2025-07-27,2025-07-28,37.13,Closed
CMP01406,C100974,Meter Issue,Medium,2025-06-04,,,Pending
CMP01407,C100091,Low Pressure,Medium,2025-10-09,2025-10-09,9.26,Closed
CMP01408,C100903,Low Pressure,Medium,2025-06-18,2025-06-18,15.25,Closed
CMP01409,C100387,No Gas Supply,Low,2025-02-05,2025-02-05,1.57,Closed
CMP01410,C100994,Gas Leakage,High,2025-01-14,2025-01-14,2.96,Closed
CMP01411,C100170,Low Pressure,Low,2025-01-01,2025-01-01,9.12,Closed
CMP01412,C100078,No Gas Supply,Low,2025-07-14,2025-07-14,2.04,Closed
CMP01413,C100368,Low Pressure,Low,2025-03-03,2025-03-03,13.28,Closed
CMP01414,C100645,Billing Issue,Medium,2025-10-06,2025-10-12,167.3,Closed
CMP01415,C100868,Gas Leakage,High,2025-06-16,2025-06-16,0.97,Closed
CMP01416,C100286,Gas Leakage,High,2025-03-20,,,Pending
CMP01417,C100323,Gas Leakage,High,2025-12-23,2025-12-23,1.65,Closed
CMP01418,C100697,Billing Issue,Low,2025-10-10,,,Pending
CMP01419,C100306,Low Pressure,Low,2025-03-05,2025-03-05,20.37,Closed
CMP01420,C100391,Billing Issue,Low,2025-06-26,,,Pending
CMP01421,C100179,Low Pressure,Low,2025-02-18,2025-02-18,4.13,Closed
CMP01422,C100735,Low Pressure,Low,2025-07-25,,,Pending
CMP01423,C100051,Gas Leakage,High,2025-03-26,2025-03-26,2.11,Closed
CMP01424,C100008,Low Pressure,Low,2025-04-18,2025-04-18,15.4,Closed
CMP01425,C100013,Billing Issue,Medium,2025-11-12,2025-11-15,91.36,Closed
CMP01426,C100452,Gas Leakage,High,2025-04-10,,,Pending
CMP01427,C100060,Gas Leakage,High,2025-02-12,2025-02-12,0.93,Closed
CMP01428,C100165,Gas Leakage,High,2025-12-17,2025-12-17,1.25,Closed
CMP01429,C100518,Meter Issue,Medium,2025-02-06,2025-02-08,67.02,Closed
CMP01430,C100071,Meter Issue,Low,2025-05-05,,,Pending
CMP01431,C100228,Billing Issue,Low,2025-02-21,2025-02-24,94.94,Closed
CMP01432,C100595,No Gas Supply,Low,2025-12-31,2025-12-31,1.41,Closed
CMP01433,C100379,Billing Issue,Low,2025-06-02,,,Pending
CMP01434,C100360,Low Pressure,Medium,2025-01-19,,,Pending
CMP01435,C100222,Meter Issue,Medium,2025-05-11,2025-05-16,124.75,Closed
CMP01436,C100439,Billing Issue,Low,2025-11-16,2025-11-19,78.7,Closed
CMP01437,C100763,Billing Issue,Medium,2025-05-11,,,Pending
CMP01438,C100268,Billing Issue,Low,2025-11-04,2025-11-07,74.42,Closed
CMP01439,C100303,Billing Issue,Low,2025-10-10,2025-10-11,44.27,Closed
CMP01440,C100268,Gas Leakage,High,2025-02-26,2025-02-26,1.35,Closed
CMP01441,C100873,Billing Issue,Medium,2025-02-09,,,Pending
CMP01442,C100769,Low Pressure,Medium,2025-08-17,2025-08-17,11.09,Closed
CMP01443,C100121,Billing Issue,Low,2025-10-13,2025-10-15,64.57,Closed
CMP01444,C101000,Billing Issue,Low,2025-06-12,2025-06-13,24.49,Closed
CMP01445,C100405,Meter Issue,Low,2025-11-02,,,Pending
CMP01446,C100903,Low Pressure,Low,2025-01-08,2025-01-08,18.11,Closed
CMP01447,C100675,Meter Issue,Medium,2025-11-22,2025-11-25,84.95,Closed
CMP01448,C100593,No Gas Supply,Medium,2025-01-11,2025-01-11,2.77,Closed
CMP01449,C100745,Low Pressure,Low,2025-03-08,,,Pending
CMP01450,C100317,No Gas Supply,Medium,2025-05-20,2025-05-20,2.96,Closed
CMP01451,C100301,Meter Issue,Low,2025-07-27,2025-07-30,91.1,Closed
CMP01452,C100850,No Gas Supply,Medium,2025-04-14,2025-04-14,2.34,Closed
CMP01453,C100535,Gas Leakage,High,2025-08-19,2025-08-19,2.61,Closed
CMP01454,C100690,Gas Leakage,High,2025-08-04,,,Pending
CMP01455,C100703,No Gas Supply,Low,2025-07-29,,,Pending
CMP01456,C100001,Gas Leakage,High,2025-05-08,,,Pending
CMP01457,C100850,Low Pressure,Low,2025-08-15,2025-08-15,17.83,Closed
CMP01458,C100196,Billing Issue,Medium,2025-03-25,,,Pending
CMP01459,C100873,Billing Issue,Medium,2025-11-21,,,Pending
CMP01460,C100859,Billing Issue,Medium,2025-03-25,2025-03-30,132.72,Closed
CMP01461,C100436,Meter Issue,Low,2025-11-19,2025-11-25,150.7,Closed
CMP01462,C100628,Billing Issue,Medium,2025-03-28,2025-04-01,115.82,Closed
CMP01463,C100566,Meter Issue,Low,2025-11-20,2025-11-21,43.21,Closed
CMP01464,C100885,Billing Issue,Medium,2025-09-26,,,Pending
CMP01465,C100430,Gas Leakage,High,2025-11-20,2025-11-20,0.79,Closed
CMP01466,C100938,Gas Leakage,High,2025-08-07,,,Pending
CMP01467,C100479,Gas Leakage,High,2025-10-11,,,Pending
CMP01468,C100461,Billing Issue,Medium,2025-04-01,2025-04-06,138.84,Closed
CMP01469,C100538,Low Pressure,Low,2025-03-14,2025-03-14,20.9,Closed
CMP01470,C100995,No Gas Supply,Low,2025-08-03,,,Pending
CMP01471,C100656,Billing Issue,Medium,2025-05-12,,,Pending
CMP01472,C100626,Gas Leakage,High,2025-04-24,2025-04-24,1.11,Closed
CMP01473,C100085,Gas Leakage,High,2025-04-17,2025-04-17,2.82,Closed
CMP01474,C100443,Gas Leakage,High,2025-11-15,2025-11-15,1.72,Closed
CMP01475,C100923,Meter Issue,Medium,2025-03-23,2025-03-25,69.93,Closed
CMP01476,C100869,No Gas Supply,Low,2025-12-09,,,Pending
CMP01477,C100797,No Gas Supply,Low,2025-10-10,,,Pending
CMP01478,C100146,Billing Issue,Low,2025-03-10,2025-03-15,131.19,Closed
CMP01479,C100127,No Gas Supply,Low,2025-07-19,,,Pending
CMP01480,C100594,Gas Leakage,High,2025-08-29,2025-08-29,1.13,Closed
CMP01481,C100350,Low Pressure,Low,2025-09-07,2025-09-07,9.29,Closed
CMP01482,C100792,Meter Issue,Low,2025-07-19,2025-07-21,48.83,Closed
CMP01483,C100759,Gas Leakage,High,2025-03-16,2025-03-16,0.55,Closed
CMP01484,C100558,Billing Issue,Medium,2025-02-24,2025-02-28,107.69,Closed
CMP01485,C100647,Meter Issue,Low,2025-08-03,2025-08-06,87.27,Closed
CMP01486,C100424,No Gas Supply,Medium,2025-08-09,2025-08-09,1.94,Closed
CMP01487,C100495,Gas Leakage,High,2025-08-09,2025-08-09,0.82,Closed
CMP01488,C100774,Billing Issue,Medium,2025-09-18,,,Pending
CMP01489,C100869,Low Pressure,Low,2025-06-12,2025-06-12,21.94,Closed
CMP01490,C100382,Gas Leakage,High,2025-04-27,,,Pending
CMP01491,C100862,Billing Issue,Medium,2025-12-29,2026-01-04,155.81,Closed
CMP01492,C100333,Billing Issue,Medium,2025-06-30,2025-07-05,132.01,Closed
CMP01493,C100419,Meter Issue,Low,2025-05-31,2025-06-03,75.3,Closed
CMP01494,C100868,Low Pressure,Medium,2025-08-19,,,Pending
CMP01495,C100967,Low Pressure,Medium,2025-05-03,2025-05-03,7.94,Closed
CMP01496,C100447,Billing Issue,Low,2025-04-27,2025-05-03,145.4,Closed
CMP01497,C100415,Meter Issue,Medium,2025-08-29,,,Pending
CMP01498,C100641,Billing Issue,Low,2025-11-10,2025-11-15,130.09,Closed
CMP01499,C100445,Low Pressure,Medium,2025-06-23,2025-06-23,8.92,Closed
CMP01500,C100392,Meter Issue,Medium,2025-06-30,2025-07-06,155.12,Closed
CMP01501,C100109,Meter Issue,Low,2025-08-07,2025-08-11,97.92,Closed
CMP01502,C100609,Gas Leakage,High,2025-09-12,,,Pending
CMP01503,C100251,Gas Leakage,High,2025-04-09,2025-04-09,2.65,Closed
CMP01504,C100558,No Gas Supply,Medium,2025-06-27,,,Pending
CMP01505,C100641,Billing Issue,Medium,2025-03-27,2025-04-02,153.88,Closed
CMP01506,C100308,No Gas Supply,Low,2025-11-12,2025-11-12,2.02,Closed
CMP01507,C100387,Meter Issue,Low,2025-11-09,2025-11-12,86.69,Closed
CMP01508,C100295,No Gas Supply,Medium,2025-03-09,2025-03-09,1.04,Closed
CMP01509,C100454,Meter Issue,Medium,2025-06-04,2025-06-09,136.34,Closed
CMP01510,C100685,Gas Leakage,High,2025-11-18,,,Pending
CMP01511,C100332,Low Pressure,Low,2025-05-31,2025-05-31,6.6,Closed
CMP01512,C100258,Low Pressure,Medium,2025-12-20,,,Pending
CMP01513,C100511,Meter Issue,Low,2025-11-01,2025-11-06,130.46,Closed
CMP01514,C100758,Billing Issue,Low,2025-11-16,2025-11-18,68.38,Closed
CMP01515,C100309,Meter Issue,Medium,2025-12-10,2025-12-13,79.02,Closed
CMP01516,C100873,Meter Issue,Low,2025-05-29,2025-05-30,33.11,Closed
CMP01517,C100878,No Gas Supply,Medium,2025-07-20,2025-07-20,1.63,Closed
CMP01518,C100479,No Gas Supply,Low,2025-09-12,2025-09-12,2.16,Closed
CMP01519,C100372,Gas Leakage,High,2025-03-11,2025-03-11,2.38,Closed
CMP01520,C100229,Meter Issue,Low,2025-10-17,2025-10-22,125.53,Closed
CMP01521,C100832,Billing Issue,Medium,2025-03-23,2025-03-25,63.87,Closed
CMP01522,C100718,Meter Issue,Low,2025-03-22,2025-03-24,66.47,Closed
CMP01523,C100423,Low Pressure,Medium,2025-09-16,,,Pending
CMP01524,C100344,Meter Issue,Medium,2025-03-10,2025-03-11,44.61,Closed
CMP01525,C100675,Billing Issue,Low,2025-12-24,2025-12-29,134.25,Closed
CMP01526,C100047,Billing Issue,Medium,2025-04-24,2025-04-30,161.04,Closed
CMP01527,C100412,No Gas Supply,Medium,2025-11-12,2025-11-12,1.28,Closed
CMP01528,C100618,Gas Leakage,High,2025-01-22,,,Pending
CMP01529,C100744,No Gas Supply,Medium,2025-05-27,2025-05-27,2.73,Closed
CMP01530,C100403,Meter Issue,Medium,2025-03-27,,,Pending
CMP01531,C100287,Low Pressure,Low,2025-07-18,2025-07-18,12.88,Closed
CMP01532,C100245,No Gas Supply,Low,2025-09-06,2025-09-06,1.54,Closed
CMP01533,C100942,Billing Issue,Low,2025-01-16,2025-01-20,99.9,Closed
CMP01534,C100616,Gas Leakage,High,2025-08-14,2025-08-14,2.7,Closed
CMP01535,C100353,Gas Leakage,High,2025-11-20,,,Pending
CMP01536,C100033,No Gas Supply,Medium,2025-07-19,2025-07-19,1.77,Closed
CMP01537,C100540,Gas Leakage,High,2025-03-25,2025-03-25,2.17,Closed
CMP01538,C100457,Low Pressure,Medium,2025-10-03,,,Pending
CMP01539,C100465,Gas Leakage,High,2025-11-04,2025-11-04,1.1,Closed
CMP01540,C100592,Meter Issue,Medium,2025-10-28,2025-10-29,24.26,Closed
CMP01541,C100383,Low Pressure,Low,2025-04-15,,,Pending
CMP01542,C100257,Gas Leakage,High,2025-03-21,2025-03-21,1.53,Closed
CMP01543,C100920,No Gas Supply,Low,2025-04-25,2025-04-25,1.28,Closed
CMP01544,C100115,Low Pressure,Low,2025-03-01,2025-03-01,4.37,Closed
CMP01545,C100867,Meter Issue,Medium,2025-08-26,,,Pending
CMP01546,C100393,Low Pressure,Medium,2025-10-24,2025-10-24,6.82,Closed
CMP01547,C100920,Meter Issue,Low,2025-04-03,2025-04-09,164.71,Closed
CMP01548,C100672,No Gas Supply,Medium,2025-01-11,,,Pending
CMP01549,C100419,Billing Issue,Low,2025-09-07,2025-09-11,114.21,Closed
CMP01550,C100668,Low Pressure,Medium,2025-03-26,,,Pending
CMP01551,C100542,No Gas Supply,Medium,2025-05-28,2025-05-28,2.85,Closed
CMP01552,C100122,No Gas Supply,Medium,2025-01-12,,,Pending
CMP01553,C100839,Billing Issue,Medium,2025-08-03,2025-08-09,162.41,Closed
CMP01554,C100052,Gas Leakage,High,2025-10-20,,,Pending
CMP01555,C100674,Gas Leakage,High,2025-05-01,2025-05-01,1.27,Closed
CMP01556,C100790,Billing Issue,Medium,2025-10-17,2025-10-18,25.31,Closed
CMP01557,C100866,No Gas Supply,Low,2025-03-15,,,Pending
CMP01558,C100986,Meter Issue,Medium,2025-10-25,2025-10-27,68.2,Closed
CMP01559,C100409,Low Pressure,Medium,2025-08-13,2025-08-13,16.53,Closed
CMP01560,C100352,Meter Issue,Medium,2025-04-26,2025-04-30,117.21,Closed
CMP01561,C100142,Billing Issue,Low,2025-12-21,2025-12-25,102.65,Closed
CMP01562,C100836,Meter Issue,Medium,2025-04-06,2025-04-09,88.07,Closed
CMP01563,C100770,Meter Issue,Medium,2025-03-11,2025-03-15,108.58,Closed
CMP01564,C100016,Billing Issue,Low,2025-06-01,2025-06-04,81.56,Closed
CMP01565,C100835,Gas Leakage,High,2025-09-25,,,Pending
CMP01566,C100088,Meter Issue,Low,2025-01-01,2025-01-07,152.83,Closed
CMP01567,C100135,Billing Issue,Medium,2025-12-08,2025-12-13,134.85,Closed
CMP01568,C100844,Low Pressure,Medium,2025-11-07,,,Pending
CMP01569,C100498,Gas Leakage,High,2025-11-21,2025-11-21,2.6,Closed
CMP01570,C100328,Gas Leakage,High,2025-12-23,2025-12-23,2.06,Closed
CMP01571,C100427,No Gas Supply,Low,2025-01-23,2025-01-23,1.15,Closed
CMP01572,C100347,Low Pressure,Low,2025-07-09,2025-07-09,7.62,Closed
CMP01573,C100104,No Gas Supply,Medium,2025-11-22,2025-11-22,1.37,Closed
CMP01574,C100272,No Gas Supply,Low,2025-01-22,2025-01-22,1.99,Closed
CMP01575,C100573,Low Pressure,Low,2025-09-30,,,Pending
CMP01576,C100831,Meter Issue,Medium,2025-12-13,2025-12-16,93.34,Closed
CMP01577,C100115,Billing Issue,Low,2025-12-21,2025-12-26,122.03,Closed
CMP01578,C100507,Gas Leakage,High,2025-06-10,2025-06-10,2.03,Closed
CMP01579,C100778,Billing Issue,Low,2025-11-10,2025-11-11,46.97,Closed
CMP01580,C100694,Meter Issue,Low,2025-04-24,2025-04-25,36.21,Closed
CMP01581,C100714,Low Pressure,Medium,2025-11-29,2025-11-29,23.46,Closed
CMP01582,C100924,No Gas Supply,Medium,2025-07-03,,,Pending
CMP01583,C100825,Meter Issue,Medium,2025-10-01,2025-10-05,107.63,Closed
CMP01584,C100661,Billing Issue,Medium,2025-06-24,2025-06-27,88.4,Closed
CMP01585,C100794,No Gas Supply,Low,2025-11-21,2025-11-21,2.01,Closed
CMP01586,C100327,Billing Issue,Medium,2025-07-09,,,Pending
CMP01587,C100284,Billing Issue,Low,2025-11-06,2025-11-07,35.1,Closed
CMP01588,C100202,Meter Issue,Medium,2025-05-26,2025-05-31,125.39,Closed
CMP01589,C100652,Low Pressure,Low,2025-05-05,2025-05-05,14.12,Closed
CMP01590,C100317,Billing Issue,Low,2025-01-15,,,Pending
CMP01591,C100400,Gas Leakage,High,2025-10-03,2025-10-03,1.93,Closed
CMP01592,C100119,Meter Issue,Medium,2025-02-25,2025-03-02,128.44,Closed
CMP01593,C100223,Meter Issue,Medium,2025-08-07,,,Pending
CMP01594,C100678,No Gas Supply,Low,2025-01-30,,,Pending
CMP01595,C100769,Meter Issue,Low,2025-11-14,2025-11-19,138.53,Closed
CMP01596,C100704,Low Pressure,Low,2025-04-14,,,Pending
CMP01597,C100273,Meter Issue,Low,2025-06-02,2025-06-07,136.17,Closed
CMP01598,C100133,No Gas Supply,Low,2025-12-12,2025-12-12,2.82,Closed
CMP01599,C100084,Low Pressure,Medium,2025-12-29,2025-12-29,22.67,Closed
CMP01600,C100608,Meter Issue,Medium,2025-07-10,2025-07-14,118.9,Closed
CMP01601,C100259,Gas Leakage,High,2025-06-30,,,Pending
CMP01602,C100064,Low Pressure,Low,2025-12-03,,,Pending
CMP01603,C100036,Billing Issue,Low,2025-01-02,2025-01-05,89.37,Closed
CMP01604,C100005,No Gas Supply,Low,2025-09-25,,,Pending
CMP01605,C100895,Gas Leakage,High,2025-03-28,2025-03-28,2.91,Closed
CMP01606,C100958,Meter Issue,Medium,2025-05-25,2025-05-30,126.67,Closed
CMP01607,C100896,Billing Issue,Low,2025-12-11,2025-12-14,92.56,Closed
CMP01608,C100698,Gas Leakage,High,2025-01-18,2025-01-18,1.52,Closed
CMP01609,C100949,Billing Issue,Medium,2025-04-20,2025-04-24,97.91,Closed
CMP01610,C100502,Low Pressure,Medium,2025-03-05,2025-03-05,18.8,Closed
CMP01611,C100549,Billing Issue,Medium,2025-12-04,,,Pending
CMP01612,C100078,Gas Leakage,High,2025-04-06,2025-04-06,2.64,Closed
CMP01613,C100733,Low Pressure,Low,2025-10-07,2025-10-07,17.63,Closed
CMP01614,C100082,Billing Issue,Medium,2025-07-02,,,Pending
CMP01615,C100537,Gas Leakage,High,2025-11-18,,,Pending
CMP01616,C100304,Low Pressure,Medium,2025-04-01,,,Pending
CMP01617,C100482,No Gas Supply,Low,2025-06-02,2025-06-02,1.14,Closed
CMP01618,C100658,Low Pressure,Medium,2025-12-28,2025-12-28,19.72,Closed
CMP01619,C100950,Low Pressure,Low,2025-09-17,2025-09-17,13.51,Closed
CMP01620,C100027,No Gas Supply,Low,2025-01-19,,,Pending
CMP01621,C100025,Gas Leakage,High,2025-04-24,2025-04-24,1.58,Closed
CMP01622,C100831,Low Pressure,Low,2025-03-09,2025-03-09,20.21,Closed
CMP01623,C100342,Billing Issue,Low,2025-07-15,2025-07-18,75.26,Closed
CMP01624,C100385,Meter Issue,Low,2025-06-03,,,Pending
CMP01625,C100118,Meter Issue,Medium,2025-12-15,2025-12-19,96.45,Closed
CMP01626,C100474,Meter Issue,Medium,2025-12-09,2025-12-13,102.23,Closed
CMP01627,C100466,Billing Issue,Medium,2025-03-26,2025-03-31,125.45,Closed
CMP01628,C100809,Meter Issue,Medium,2025-06-23,,,Pending
CMP01629,C100382,Billing Issue,Low,2025-01-04,2025-01-07,86.18,Closed
CMP01630,C100810,Low Pressure,Low,2025-09-14,2025-09-14,23.87,Closed
CMP01631,C100166,Billing Issue,Low,2025-04-04,2025-04-07,80.42,Closed
CMP01632,C100716,No Gas Supply,Medium,2025-05-08,,,Pending
CMP01633,C100831,Low Pressure,Low,2025-08-01,2025-08-01,11.11,Closed
CMP01634,C100851,Meter Issue,Medium,2025-12-15,2025-12-19,101.56,Closed
CMP01635,C100216,Meter Issue,Low,2025-04-09,2025-04-11,52.27,Closed
CMP01636,C100559,Low Pressure,Medium,2025-08-31,2025-08-31,22.28,Closed
CMP01637,C100725,Gas Leakage,High,2025-08-26,2025-08-26,2.98,Closed
CMP01638,C100065,Gas Leakage,High,2025-05-05,2025-05-05,0.9,Closed
CMP01639,C100429,Low Pressure,Medium,2025-04-30,,,Pending
CMP01640,C100205,Billing Issue,Low,2025-11-20,2025-11-23,85.58,Closed
CMP01641,C100443,Low Pressure,Medium,2025-08-17,2025-08-17,13.1,Closed
CMP01642,C100377,No Gas Supply,Low,2025-09-03,2025-09-03,1.9,Closed
CMP01643,C100158,Meter Issue,Medium,2025-01-14,2025-01-16,66.02,Closed
CMP01644,C100769,No Gas Supply,Low,2025-08-03,2025-08-03,1.6,Closed
CMP01645,C100713,Gas Leakage,High,2025-11-28,2025-11-28,1.41,Closed
CMP01646,C100992,Low Pressure,Medium,2025-04-13,2025-04-13,20.12,Closed
CMP01647,C100727,Meter Issue,Low,2025-04-01,2025-04-07,144.33,Closed
CMP01648,C100231,Meter Issue,Low,2025-12-15,2025-12-16,25.97,Closed
CMP01649,C100461,No Gas Supply,Low,2025-01-05,2025-01-05,2.24,Closed
CMP01650,C100478,No Gas Supply,Medium,2025-07-02,2025-07-02,2.72,Closed
CMP01651,C100907,No Gas Supply,Medium,2025-08-05,2025-08-05,1.84,Closed
CMP01652,C100804,Gas Leakage,High,2025-01-12,2025-01-12,1.89,Closed
CMP01653,C100751,No Gas Supply,Medium,2025-09-25,,,Pending
CMP01654,C100321,Billing Issue,Medium,2025-11-15,2025-11-19,101.38,Closed
CMP01655,C100418,Gas Leakage,High,2025-09-14,2025-09-14,1.98,Closed
CMP01656,C100749,Meter Issue,Medium,2025-12-18,2025-12-20,52.88,Closed
CMP01657,C100889,Meter Issue,Medium,2025-12-17,2025-12-20,91.47,Closed
CMP01658,C100694,Billing Issue,Medium,2025-03-15,,,Pending
CMP01659,C100236,No Gas Supply,Medium,2025-09-11,2025-09-11,1.95,Closed
CMP01660,C100434,Meter Issue,Medium,2025-05-05,2025-05-07,67.97,Closed
CMP01661,C100699,Meter Issue,Medium,2025-04-23,2025-04-24,43.91,Closed
CMP01662,C100986,Low Pressure,Low,2025-01-16,2025-01-16,10.93,Closed
CMP01663,C100335,Gas Leakage,High,2025-09-24,2025-09-24,2.82,Closed
CMP01664,C100251,Low Pressure,Low,2025-12-24,2025-12-24,20.1,Closed
CMP01665,C100783,No Gas Supply,Medium,2025-11-18,2025-11-18,2.46,Closed
CMP01666,C100983,No Gas Supply,Low,2025-12-14,2025-12-14,2.03,Closed
CMP01667,C100432,No Gas Supply,Low,2025-02-07,2025-02-07,1.46,Closed
CMP01668,C100378,Low Pressure,Low,2025-07-11,2025-07-11,22.18,Closed
CMP01669,C100359,Low Pressure,Medium,2025-10-18,2025-10-18,9.11,Closed
CMP01670,C100442,No Gas Supply,Low,2025-01-06,2025-01-06,1.11,Closed
CMP01671,C100278,Billing Issue,Low,2025-08-17,2025-08-22,131.66,Closed
CMP01672,C100541,Meter Issue,Low,2025-11-19,,,Pending
CMP01673,C100290,No Gas Supply,Low,2025-05-05,2025-05-05,2.13,Closed
CMP01674,C100869,Gas Leakage,High,2025-11-29,2025-11-29,0.95,Closed
CMP01675,C100818,Billing Issue,Medium,2025-10-10,2025-10-14,99.36,Closed
CMP01676,C100425,Billing Issue,Medium,2025-10-12,,,Pending
CMP01677,C100421,Low Pressure,Medium,2025-04-13,2025-04-13,17.54,Closed
CMP01678,C100222,Billing Issue,Low,2025-09-06,2025-09-07,39.31,Closed
CMP01679,C100231,No Gas Supply,Medium,2025-05-16,,,Pending
CMP01680,C100663,Billing Issue,Medium,2025-11-04,2025-11-10,157.49,Closed
CMP01681,C100602,Low Pressure,Low,2025-02-10,2025-02-10,9.01,Closed
CMP01682,C100748,Gas Leakage,High,2025-07-05,2025-07-05,0.81,Closed
CMP01683,C100443,No Gas Supply,Low,2025-03-09,2025-03-09,1.16,Closed
CMP01684,C100796,Billing Issue,Low,2025-10-08,2025-10-13,123.18,Closed
CMP01685,C100771,Billing Issue,Low,2025-01-29,,,Pending
CMP01686,C100623,Low Pressure,Low,2025-04-20,2025-04-20,18.71,Closed
CMP01687,C100852,Meter Issue,Low,2025-06-22,2025-06-26,114.93,Closed
CMP01688,C100351,No Gas Supply,Medium,2025-03-25,2025-03-25,2.16,Closed
CMP01689,C100730,No Gas Supply,Medium,2025-10-06,,,Pending
CMP01690,C100066,No Gas Supply,Low,2025-10-03,2025-10-03,1.16,Closed
CMP01691,C100769,Gas Leakage,High,2025-05-19,2025-05-19,2.13,Closed
CMP01692,C100650,Meter Issue,Low,2025-10-29,,,Pending
CMP01693,C100761,No Gas Supply,Medium,2025-02-15,2025-02-15,1.07,Closed
CMP01694,C100179,Gas Leakage,High,2025-01-01,2025-01-01,1.19,Closed
CMP01695,C100386,Gas Leakage,High,2025-07-15,2025-07-15,1.25,Closed
CMP01696,C100052,No Gas Supply,Medium,2025-03-19,2025-03-19,2.08,Closed
CMP01697,C100538,No Gas Supply,Medium,2025-12-25,2025-12-25,1.55,Closed
CMP01698,C100298,Gas Leakage,High,2025-06-23,2025-06-23,2.43,Closed
CMP01699,C100863,Billing Issue,Medium,2025-01-26,2025-01-31,133.27,Closed
CMP01700,C100842,Billing Issue,Low,2025-06-26,2025-06-27,35.06,Closed
CMP01701,C100364,Low Pressure,Medium,2025-10-26,2025-10-26,20.56,Closed
CMP01702,C100955,Gas Leakage,High,2025-06-21,,,Pending
CMP01703,C100849,Gas Leakage,High,2025-11-09,2025-11-09,1.54,Closed
CMP01704,C100003,Meter Issue,Low,2025-11-02,,,Pending
CMP01705,C100638,Meter Issue,Low,2025-04-20,2025-04-26,151.38,Closed
CMP01706,C100065,Billing Issue,Medium,2025-09-14,2025-09-18,100.5,Closed
CMP01707,C100197,No Gas Supply,Medium,2025-03-20,,,Pending
CMP01708,C100493,No Gas Supply,Medium,2025-02-20,2025-02-20,1.41,Closed
CMP01709,C100550,No Gas Supply,Medium,2025-04-28,,,Pending
CMP01710,C100415,Low Pressure,Low,2025-07-14,2025-07-14,16.24,Closed
CMP01711,C100208,Billing Issue,Medium,2025-10-16,,,Pending
CMP01712,C100652,Low Pressure,Medium,2025-04-02,2025-04-02,20.19,Closed
CMP01713,C100341,Meter Issue,Low,2025-11-16,2025-11-18,63.99,Closed
CMP01714,C100151,Low Pressure,Low,2025-08-28,2025-08-28,18.87,Closed
CMP01715,C100038,Gas Leakage,High,2025-05-10,2025-05-10,0.56,Closed
CMP01716,C100630,Meter Issue,Low,2025-07-17,,,Pending
CMP01717,C100626,Billing Issue,Low,2025-08-08,,,Pending
CMP01718,C100653,No Gas Supply,Medium,2025-01-17,2025-01-17,1.96,Closed
CMP01719,C100852,No Gas Supply,Low,2025-01-13,2025-01-13,2.04,Closed
CMP01720,C100579,Gas Leakage,High,2025-02-19,2025-02-19,2.32,Closed
CMP01721,C100573,Low Pressure,Low,2025-08-06,,,Pending
CMP01722,C100155,Billing Issue,Medium,2025-09-30,2025-10-03,94.42,Closed
CMP01723,C100403,Meter Issue,Low,2025-09-02,2025-09-06,109.36,Closed
CMP01724,C100746,Billing Issue,Medium,2025-12-12,2025-12-16,100.11,Closed
CMP01725,C100246,Low Pressure,Medium,2025-07-10,2025-07-10,9.62,Closed
CMP01726,C100550,Gas Leakage,High,2025-04-09,,,Pending
CMP01727,C100330,Meter Issue,Medium,2025-11-02,2025-11-05,93.14,Closed
CMP01728,C100539,Gas Leakage,High,2025-01-27,2025-01-27,1.19,Closed
