Reading_ID,Reading_Date,Customer_ID,Previous_Reading,Current_Reading,Consumption_SCM,Correction_Factor,Corrected_Consumption_SCM,Rate_Per_SCM,Total_Sales
R000364,2025-01-01,C100364,1632,1702,70,1.01,70.7,55,3888.5
R000365,2025-01-01,C100365,2968,3022,54,1.02,55.08,55,3029.4
R000366,2025-01-01,C100366,1435,1504,69,1.02,70.38,55,3870.9
R000367,2025-01-01,C100367,3822,3902,80,1.02,81.6,55,4488.0
R000368,2025-01-01,C100368,1362,1404,42,1.04,43.68,55,2402.4
R000369,2025-01-01,C100369,2203,2283,80,1.02,81.6,55,4488.0
R000370,2025-01-01,C100370,3561,3616,55,1.06,58.3,55,3206.5
R000371,2025-01-01,C100371,3756,3822,66,1.04,68.64,55,3775.2
R000372,2025-01-01,C100372,1391,1429,38,1.02,38.76,55,2131.8
R000373,2025-01-01,C100373,3273,3368,95,1.01,95.95,55,5277.25
R000374,2025-01-01,C100374,3321,3398,77,1.03,79.31,55,4362.05
R000375,2025-01-01,C100375,4427,4470,43,1.04,44.72,55,2459.6
R000376,2025-01-01,C100376,4957,5018,61,1.02,62.22,55,3422.1
R000377,2025-01-01,C100377,1602,1691,89,1.05,93.45,55,5139.75
R000378,2025-01-01,C100378,1575,1643,68,1.05,71.4,55,3927.0
R000379,2025-01-01,C100379,4949,5047,98,1.01,98.98,55,5443.9
R000380,2025-01-01,C100380,4108,4189,81,1.04,84.24,55,4633.2
R000381,2025-01-01,C100381,3271,3310,39,1.05,40.95,55,2252.25
R000382,2025-01-01,C100382,3392,3442,50,1.02,51.0,55,2805.0
R000383,2025-01-01,C100383,1600,1685,85,1.04,88.4,55,4862.0
R000384,2025-01-01,C100384,1697,1772,75,1.06,79.5,55,4372.5
R000385,2025-01-01,C100385,4844,4889,45,1.03,46.35,55,2549.25
R000386,2025-01-01,C100386,4890,4970,80,1.05,84.0,55,4620.0
R000387,2025-01-01,C100387,2466,2546,80,1.03,82.4,55,4532.0
R000388,2025-01-01,C100388,4017,4051,34,1.04,35.36,55,1944.8
R000389,2025-01-01,C100389,3317,3397,80,1.02,81.6,55,4488.0
R000390,2025-01-01,C100390,2554,2625,71,1.04,73.84,55,4061.2
R000391,2025-01-01,C100391,3930,3985,55,1.06,58.3,55,3206.5
R000392,2025-01-01,C100392,4638,4711,73,1.04,75.92,55,4175.6
R000393,2025-01-01,C100393,3986,4077,91,1.04,94.64,55,5205.2
R000394,2025-01-01,C100394,1426,1461,35,1.06,37.1,55,2040.5
R000395,2025-01-01,C100395,3644,3716,72,1.02,73.44,55,4039.2
R000396,2025-01-01,C100396,4414,4481,67,1.03,69.01,55,3795.55
R000397,2025-01-01,C100397,2984,3083,99,1.01,99.99,55,5499.45
R000398,2025-01-01,C100398,4450,4484,34,1.03,35.02,55,1926.1
R000399,2025-01-01,C100399,2323,2371,48,1.02,48.96,55,2692.8
R000400,2025-01-01,C100400,1475,1560,85,1.05,89.25,55,4908.75
R000401,2025-01-01,C100401,3758,3858,100,1.04,104.0,55,5720.0
R000402,2025-01-01,C100402,4749,4781,32,1.05,33.6,55,1848.0
R000403,2025-01-01,C100403,4632,4694,62,1.06,65.72,55,3614.6
R000404,2025-01-01,C100404,4211,4293,82,1.02,83.64,55,4600.2
R000405,2025-01-01,C100405,2933,3003,70,1.02,71.4,55,3927.0
R000406,2025-01-01,C100406,4746,4781,35,1.04,36.4,55,2002.0
R000407,2025-01-01,C100407,4417,4490,73,1.04,75.92,55,4175.6
R000408,2025-01-01,C100408,2153,2232,79,1.04,82.16,55,4518.8
R000409,2025-01-01,C100409,1929,1984,55,1.01,55.55,55,3055.25
R000410,2025-01-01,C100410,4024,4105,81,1.03,83.43,55,4588.65
R000411,2025-01-01,C100411,4149,4233,84,1.05,88.2,55,4851.0
R000412,2025-01-01,C100412,4193,4228,35,1.01,35.35,55,1944.25
R000413,2025-01-01,C100413,4804,4874,70,1.05,73.5,55,4042.5
R000414,2025-01-01,C100414,2426,2522,96,1.03,98.88,55,5438.4
R000415,2025-01-01,C100415,1937,2017,80,1.04,83.2,55,4576.0
R000416,2025-01-01,C100416,1143,1196,53,1.04,55.12,55,3031.6
R000417,2025-01-01,C100417,4748,4793,45,1.04,46.8,55,2574.0
R000418,2025-01-01,C100418,1058,1100,42,1.02,42.84,55,2356.2
R000419,2025-01-01,C100419,1920,1976,56,1.02,57.12,55,3141.6
R000420,2025-01-01,C100420,3075,3158,83,1.02,84.66,55,4656.3
R000421,2025-01-01,C100421,1462,1512,50,1.02,51.0,55,2805.0
R000422,2025-01-01,C100422,3244,3306,62,1.03,63.86,55,3512.3
R000423,2025-01-01,C100423,1364,1443,79,1.04,82.16,55,4518.8
R000424,2025-01-01,C100424,1512,1583,71,1.02,72.42,55,3983.1
R000425,2025-01-01,C100425,2922,2997,75,1.05,78.75,55,4331.25
R000426,2025-01-01,C100426,3584,3662,78,1.03,80.34,55,4418.7
R000427,2025-01-01,C100427,4627,4700,73,1.05,76.65,55,4215.75
R000428,2025-01-01,C100428,1213,1265,52,1.06,55.12,55,3031.6
R000429,2025-01-01,C100429,4020,4085,65,1.04,67.6,55,3718.0
R000430,2025-01-01,C100430,2958,3000,42,1.02,42.84,55,2356.2
R000431,2025-01-01,C100431,2434,2511,77,1.03,79.31,55,4362.05
R000432,2025-01-01,C100432,3091,3158,67,1.04,69.68,55,3832.4
R000433,2025-01-01,C100433,2955,3047,92,1.03,94.76,55,5211.8
R000434,2025-01-01,C100434,1833,1881,48,1.03,49.44,55,2719.2
R000435,2025-01-01,C100435,3016,3094,78,1.06,82.68,55,4547.4
R000436,2025-01-01,C100436,1194,1235,41,1.02,41.82,55,2300.1
R000437,2025-01-01,C100437,4912,4966,54,1.03,55.62,55,3059.1
R000438,2025-01-01,C100438,4698,4738,40,1.03,41.2,55,2266.0
R000439,2025-01-01,C100439,3749,3810,61,1.02,62.22,55,3422.1
R000440,2025-01-01,C100440,4491,4580,89,1.01,89.89,55,4943.95
R000441,2025-01-01,C100441,3073,3147,74,1.03,76.22,55,4192.1
R000442,2025-01-01,C100442,3408,3446,38,1.02,38.76,55,2131.8
R000443,2025-01-01,C100443,2048,2123,75,1.02,76.5,55,4207.5
R000444,2025-01-01,C100444,1120,1202,82,1.03,84.46,55,4645.3
R000445,2025-01-01,C100445,3477,3547,70,1.06,74.2,55,4081.0
R000446,2025-01-01,C100446,3151,3193,42,1.04,43.68,55,2402.4
R000447,2025-01-01,C100447,3146,3192,46,1.04,47.84,55,2631.2
R000448,2025-01-01,C100448,4944,4984,40,1.04,41.6,55,2288.0
R000449,2025-01-01,C100449,4335,4407,72,1.05,75.6,55,4158.0
R000450,2025-01-01,C100450,4141,4181,40,1.03,41.2,55,2266.0
R000451,2025-01-01,C100451,1437,1487,50,1.06,53.0,55,2915.0
R000452,2025-01-01,C100452,3820,3889,69,1.05,72.45,55,3984.75
R000453,2025-01-01,C100453,1752,1845,93,1.01,93.93,55,5166.15
R000454,2025-01-01,C100454,1162,1253,91,1.04,94.64,55,5205.2
R000455,2025-01-01,C100455,4820,4873,53,1.04,55.12,55,3031.6
R000456,2025-01-01,C100456,3368,3415,47,1.04,48.88,55,2688.4
R000457,2025-01-01,C100457,3897,3942,45,1.05,47.25,55,2598.75
R000458,2025-01-01,C100458,1953,1985,32,1.01,32.32,55,1777.6
R000459,2025-01-01,C100459,2896,2961,65,1.03,66.95,55,3682.25
R000460,2025-01-01,C100460,3845,3933,88,1.01,88.88,55,4888.4
R000461,2025-01-01,C100461,1044,1087,43,1.04,44.72,55,2459.6
R000462,2025-01-01,C100462,1466,1513,47,1.04,48.88,55,2688.4
R000463,2025-01-01,C100463,1912,1948,36,1.06,38.16,55,2098.8
R000464,2025-01-01,C100464,2503,2550,47,1.05,49.35,55,2714.25
R000465,2025-01-01,C100465,4604,4673,69,1.03,71.07,55,3908.85
R000466,2025-01-01,C100466,2314,2384,70,1.03,72.1,55,3965.5
R000467,2025-01-01,C100467,1491,1541,50,1.03,51.5,55,2832.5
R000468,2025-01-01,C100468,3569,3658,89,1.04,92.56,55,5090.8
R000469,2025-01-01,C100469,2229,2309,80,1.04,83.2,55,4576.0
R000470,2025-01-01,C100470,1424,1485,61,1.05,64.05,55,3522.75
R000471,2025-01-01,C100471,2255,2306,51,1.01,51.51,55,2833.05
R000472,2025-01-01,C100472,2249,2342,93,1.05,97.65,55,5370.75
R000473,2025-01-01,C100473,4611,4709,98,1.04,101.92,55,5605.6
R000474,2025-01-01,C100474,4551,4636,85,1.04,88.4,55,4862.0
R000475,2025-01-01,C100475,3851,3945,94,1.06,99.64,55,5480.2
R000476,2025-01-01,C100476,2792,2832,40,1.02,40.8,55,2244.0
R000477,2025-01-01,C100477,4825,4866,41,1.02,41.82,55,2300.1
R000478,2025-01-01,C100478,3542,3606,64,1.04,66.56,55,3660.8
R000479,2025-01-01,C100479,1786,1885,99,1.04,102.96,55,5662.8
R000480,2025-01-01,C100480,2333,2378,45,1.02,45.9,55,2524.5
R000481,2025-01-01,C100481,1361,1409,48,1.01,48.48,55,2666.4
R000482,2025-01-01,C100482,1641,1685,44,1.04,45.76,55,2516.8
R000483,2025-01-01,C100483,2405,2435,30,1.03,30.9,55,1699.5
R000484,2025-01-01,C100484,3444,3511,67,1.05,70.35,55,3869.25
R000485,2025-01-01,C100485,4138,4181,43,1.03,44.29,55,2435.95
R000486,2025-01-01,C100486,3651,3747,96,1.03,98.88,55,5438.4
R000487,2025-01-01,C100487,3535,3589,54,1.04,56.16,55,3088.8
R000488,2025-01-01,C100488,1628,1682,54,1.04,56.16,55,3088.8
R000489,2025-01-01,C100489,4830,4878,48,1.05,50.4,55,2772.0
R000490,2025-01-01,C100490,1786,1849,63,1.05,66.15,55,3638.25
R000491,2025-01-01,C100491,3919,3996,77,1.04,80.08,55,4404.4
R000492,2025-01-01,C100492,2735,2822,87,1.06,92.22,55,5072.1
R000493,2025-01-01,C100493,1335,1410,75,1.02,76.5,55,4207.5
R000494,2025-01-01,C100494,1358,1457,99,1.05,103.95,55,5717.25
R000495,2025-01-01,C100495,2290,2335,45,1.05,47.25,55,2598.75
R000496,2025-01-01,C100496,3473,3504,31,1.05,32.55,55,1790.25
R000497,2025-01-01,C100497,1834,1914,80,1.02,81.6,55,4488.0
R000498,2025-01-01,C100498,2287,2319,32,1.04,33.28,55,1830.4
R000499,2025-01-01,C100499,2096,2182,86,1.02,87.72,55,4824.6
R000500,2025-01-01,C100500,1624,1712,88,1.05,92.4,55,5082.0
R000501,2025-01-01,C100501,3730,3817,87,1.01,87.87,55,4832.85
R000502,2025-01-01,C100502,1453,1491,38,1.03,39.14,55,2152.7
R000503,2025-01-01,C100503,2817,2850,33,1.05,34.65,55,1905.75
R000504,2025-01-01,C100504,4812,4853,41,1.04,42.64,55,2345.2
R000505,2025-01-01,C100505,4098,4189,91,1.01,91.91,55,5055.05
R000506,2025-01-01,C100506,4706,4802,96,1.01,96.96,55,5332.8
R000507,2025-01-01,C100507,1065,1125,60,1.02,61.2,55,3366.0
R000508,2025-01-01,C100508,1837,1916,79,1.04,82.16,55,4518.8
R000509,2025-01-01,C100509,4722,4810,88,1.05,92.4,55,5082.0
R000510,2025-01-01,C100510,3126,3195,69,1.01,69.69,55,3832.95
R000511,2025-01-01,C100511,1664,1737,73,1.03,75.19,55,4135.45
R000512,2025-01-01,C100512,2934,2964,30,1.04,31.2,55,1716.0
R000513,2025-01-01,C100513,4041,4088,47,1.01,47.47,55,2610.85
R000514,2025-01-01,C100514,3455,3494,39,1.03,40.17,55,2209.35
R000515,2025-01-01,C100515,4458,4553,95,1.04,98.8,55,5434.0
R000516,2025-01-01,C100516,3689,3778,89,1.05,93.45,55,5139.75
R000517,2025-01-01,C100517,1172,1255,83,1.03,85.49,55,4701.95
R000518,2025-01-01,C100518,4413,4503,90,1.05,94.5,55,5197.5
R000519,2025-01-01,C100519,3221,3285,64,1.03,65.92,55,3625.6
R000520,2025-01-01,C100520,2808,2852,44,1.02,44.88,55,2468.4
R000521,2025-01-01,C100521,4993,5053,60,1.04,62.4,55,3432.0
R000522,2025-01-01,C100522,2435,2468,33,1.03,33.99,55,1869.45
R000523,2025-01-01,C100523,1029,1099,70,1.03,72.1,55,3965.5
R000524,2025-01-01,C100524,1340,1421,81,1.01,81.81,55,4499.55
R000525,2025-01-01,C100525,3036,3084,48,1.05,50.4,55,2772.0
R000526,2025-01-01,C100526,1248,1339,91,1.02,92.82,55,5105.1
R000527,2025-01-01,C100527,2741,2799,58,1.06,61.48,55,3381.4
R000528,2025-01-01,C100528,2562,2601,39,1.05,40.95,55,2252.25
R000529,2025-01-01,C100529,1635,1734,99,1.04,102.96,55,5662.8
R000530,2025-01-01,C100530,1796,1870,74,1.04,76.96,55,4232.8
R000531,2025-01-01,C100531,2785,2842,57,1.04,59.28,55,3260.4
R000532,2025-01-01,C100532,1738,1770,32,1.04,33.28,55,1830.4
R000533,2025-01-01,C100533,1839,1927,88,1.06,93.28,55,5130.4
R000534,2025-01-01,C100534,2089,2149,60,1.02,61.2,55,3366.0
R000535,2025-01-01,C100535,2037,2109,72,1.04,74.88,55,4118.4
R000536,2025-01-01,C100536,1890,1971,81,1.02,82.62,55,4544.1
R000537,2025-01-01,C100537,4902,4971,69,1.03,71.07,55,3908.85
R000538,2025-01-01,C100538,2203,2264,61,1.02,62.22,55,3422.1
R000539,2025-01-01,C100539,2639,2722,83,1.02,84.66,55,4656.3
R000540,2025-01-01,C100540,4693,4782,89,1.01,89.89,55,4943.95
R000541,2025-01-01,C100541,4725,4780,55,1.04,57.2,55,3146.0
R000542,2025-01-01,C100542,4887,4934,47,1.02,47.94,55,2636.7
R000543,2025-01-01,C100543,2605,2668,63,1.04,65.52,55,3603.6
R000544,2025-01-01,C100544,2064,2112,48,1.03,49.44,55,2719.2
R000545,2025-01-01,C100545,2367,2458,91,1.04,94.64,55,5205.2
R000546,2025-01-01,C100546,1112,1176,64,1.06,67.84,55,3731.2
R000547,2025-01-01,C100547,3978,4041,63,1.05,66.15,55,3638.25
R000548,2025-01-01,C100548,2090,2162,72,1.02,73.44,55,4039.2
R000549,2025-01-01,C100549,1986,2022,36,1.03,37.08,55,2039.4
R000550,2025-01-01,C100550,4508,4554,46,1.06,48.76,55,2681.8
R000551,2025-01-01,C100551,3127,3186,59,1.04,61.36,55,3374.8
R000552,2025-01-01,C100552,1721,1810,89,1.04,92.56,55,5090.8
R000553,2025-01-01,C100553,1214,1289,75,1.02,76.5,55,4207.5
R000554,2025-01-01,C100554,3711,3765,54,1.04,56.16,55,3088.8
R000555,2025-01-01,C100555,2703,2782,79,1.02,80.58,55,4431.9
R000556,2025-01-01,C100556,1380,1414,34,1.05,35.7,55,1963.5
R000557,2025-01-01,C100557,3948,4005,57,1.01,57.57,55,3166.35
R000558,2025-01-01,C100558,2443,2489,46,1.03,47.38,55,2605.9
R000559,2025-01-01,C100559,1490,1584,94,1.06,99.64,55,5480.2
R000560,2025-01-01,C100560,1694,1768,74,1.02,75.48,55,4151.4
R000561,2025-01-01,C100561,4225,4281,56,1.05,58.8,55,3234.0
R000562,2025-01-01,C100562,3524,3595,71,1.02,72.42,55,3983.1
R000563,2025-01-01,C100563,2934,3030,96,1.05,100.8,55,5544.0
R000564,2025-01-01,C100564,2516,2577,61,1.04,63.44,55,3489.2
R000565,2025-01-01,C100565,1876,1959,83,1.05,87.15,55,4793.25
R000566,2025-01-01,C100566,4169,4239,70,1.05,73.5,55,4042.5
R000567,2025-01-01,C100567,3709,3800,91,1.02,92.82,55,5105.1
R000568,2025-01-01,C100568,3122,3162,40,1.03,41.2,55,2266.0
R000569,2025-01-01,C100569,1977,2031,54,1.04,56.16,55,3088.8
R000570,2025-01-01,C100570,2653,2750,97,1.04,100.88,55,5548.4
R000571,2025-01-01,C100571,4886,4920,34,1.02,34.68,55,1907.4
R000572,2025-01-01,C100572,1088,1170,82,1.06,86.92,55,4780.6
R000573,2025-01-01,C100573,2910,2965,55,1.02,56.1,55,3085.5
R000574,2025-01-01,C100574,4434,4464,30,1.06,31.8,55,1749.0
R000575,2025-01-01,C100575,2381,2442,61,1.02,62.22,55,3422.1
R000576,2025-01-01,C100576,1160,1246,86,1.02,87.72,55,4824.6
R000577,2025-01-01,C100577,2084,2155,71,1.03,73.13,55,4022.15
R000578,2025-01-01,C100578,3043,3131,88,1.04,91.52,55,5033.6
R000579,2025-01-01,C100579,3443,3530,87,1.05,91.35,55,5024.25
R000580,2025-01-01,C100580,1202,1280,78,1.01,78.78,55,4332.9
R000581,2025-01-01,C100581,4238,4338,100,1.05,105.0,55,5775.0
R000582,2025-01-01,C100582,1304,1347,43,1.01,43.43,55,2388.65
R000583,2025-01-01,C100583,2456,2520,64,1.02,65.28,55,3590.4
R000584,2025-01-01,C100584,1170,1252,82,1.04,85.28,55,4690.4
R000585,2025-01-01,C100585,4808,4866,58,1.02,59.16,55,3253.8
R000586,2025-01-01,C100586,3687,3739,52,1.04,54.08,55,2974.4
R000587,2025-01-01,C100587,2057,2093,36,1.06,38.16,55,2098.8
R000588,2025-01-01,C100588,4177,4234,57,1.02,58.14,55,3197.7
R000589,2025-01-01,C100589,3381,3428,47,1.05,49.35,55,2714.25
R000590,2025-01-01,C100590,2875,2970,95,1.04,98.8,55,5434.0
R000591,2025-01-01,C100591,3356,3440,84,1.01,84.84,55,4666.2
R000592,2025-01-01,C100592,3533,3581,48,1.05,50.4,55,2772.0
R000593,2025-01-01,C100593,3953,4044,91,1.06,96.46,55,5305.3
R000594,2025-01-01,C100594,4443,4519,76,1.04,79.04,55,4347.2
R000595,2025-01-01,C100595,2182,2230,48,1.05,50.4,55,2772.0
R000596,2025-01-01,C100596,3186,3254,68,1.06,72.08,55,3964.4
R000597,2025-01-01,C100597,2628,2695,67,1.03,69.01,55,3795.55
R000598,2025-01-01,C100598,2489,2550,61,1.05,64.05,55,3522.75
R000599,2025-01-01,C100599,2329,2411,82,1.06,86.92,55,4780.6
R000600,2025-01-01,C100600,1644,1694,50,1.04,52.0,55,2860.0
R000601,2025-01-01,C100601,4763,4855,92,1.02,93.84,55,5161.2
R000602,2025-01-01,C100602,1516,1602,86,1.05,90.3,55,4966.5
R000603,2025-01-01,C100603,4022,4094,72,1.02,73.44,55,4039.2
R000604,2025-01-01,C100604,1752,1807,55,1.05,57.75,55,3176.25
R000605,2025-01-01,C100605,2392,2464,72,1.04,74.88,55,4118.4
R000606,2025-01-01,C100606,3020,3106,86,1.03,88.58,55,4871.9
R000607,2025-01-01,C100607,4169,4214,45,1.02,45.9,55,2524.5
R000608,2025-01-01,C100608,2637,2701,64,1.05,67.2,55,3696.0
R000609,2025-01-01,C100609,3530,3596,66,1.04,68.64,55,3775.2
R000610,2025-01-01,C100610,2673,2769,96,1.01,96.96,55,5332.8
R000611,2025-01-01,C100611,2011,2086,75,1.03,77.25,55,4248.75
R000612,2025-01-01,C100612,4131,4194,63,1.04,65.52,55,3603.6
R000613,2025-01-01,C100613,3044,3087,43,1.04,44.72,55,2459.6
R000614,2025-01-01,C100614,4050,4110,60,1.05,63.0,55,3465.0
R000615,2025-01-01,C100615,1399,1443,44,1.02,44.88,55,2468.4
R000616,2025-01-01,C100616,3173,3220,47,1.04,48.88,55,2688.4
R000617,2025-01-01,C100617,1865,1895,30,1.02,30.6,55,1683.0
R000618,2025-01-01,C100618,1723,1782,59,1.02,60.18,55,3309.9
R000619,2025-01-01,C100619,1315,1391,76,1.06,80.56,55,4430.8
R000620,2025-01-01,C100620,2006,2069,63,1.04,65.52,55,3603.6
R000621,2025-01-01,C100621,1330,1377,47,1.04,48.88,55,2688.4
R000622,2025-01-01,C100622,1077,1110,33,1.05,34.65,55,1905.75
R000623,2025-01-01,C100623,3521,3618,97,1.06,102.82,55,5655.1
R000624,2025-01-01,C100624,4248,4341,93,1.01,93.93,55,5166.15
R000625,2025-01-01,C100625,4399,4490,91,1.04,94.64,55,5205.2
R000626,2025-01-01,C100626,2146,2198,52,1.02,53.04,55,2917.2
R000627,2025-01-01,C100627,4418,4476,58,1.05,60.9,55,3349.5
R000628,2025-01-01,C100628,2976,3045,69,1.02,70.38,55,3870.9
R000629,2025-01-01,C100629,1897,1963,66,1.02,67.32,55,3702.6
R000630,2025-01-01,C100630,4862,4909,47,1.05,49.35,55,2714.25
R000631,2025-01-01,C100631,4882,4918,36,1.04,37.44,55,2059.2
R000632,2025-01-01,C100632,4846,4923,77,1.04,80.08,55,4404.4
R000633,2025-01-01,C100633,2372,2466,94,1.06,99.64,55,5480.2
R000634,2025-01-01,C100634,2665,2756,91,1.04,94.64,55,5205.2
R000635,2025-01-01,C100635,3831,3878,47,1.04,48.88,55,2688.4
R000636,2025-01-01,C100636,1186,1249,63,1.06,66.78,55,3672.9
R000637,2025-01-01,C100637,3439,3488,49,1.03,50.47,55,2775.85
R000638,2025-01-01,C100638,2118,2163,45,1.02,45.9,55,2524.5
R000639,2025-01-01,C100639,2950,2983,33,1.06,34.98,55,1923.9
R000640,2025-01-01,C100640,2409,2470,61,1.05,64.05,55,3522.75
R000641,2025-01-01,C100641,3824,3883,59,1.01,59.59,55,3277.45
R000642,2025-01-01,C100642,2405,2490,85,1.02,86.7,55,4768.5
R000643,2025-01-01,C100643,4648,4710,62,1.05,65.1,55,3580.5
R000644,2025-01-01,C100644,3917,3989,72,1.05,75.6,55,4158.0
R000645,2025-01-01,C100645,3850,3923,73,1.05,76.65,55,4215.75
R000646,2025-01-01,C100646,1297,1397,100,1.05,105.0,55,5775.0
R000647,2025-01-01,C100647,3085,3119,34,1.01,34.34,55,1888.7
R000648,2025-01-01,C100648,2179,2213,34,1.05,35.7,55,1963.5
R000649,2025-01-01,C100649,4528,4579,51,1.06,54.06,55,2973.3
R000650,2025-01-01,C100650,3505,3582,77,1.04,80.08,55,4404.4
R000651,2025-01-01,C100651,4055,4091,36,1.01,36.36,55,1999.8
R000652,2025-01-01,C100652,1648,1698,50,1.01,50.5,55,2777.5
R000653,2025-01-01,C100653,2533,2611,78,1.04,81.12,55,4461.6
R000654,2025-01-01,C100654,2265,2326,61,1.05,64.05,55,3522.75
R000655,2025-01-01,C100655,1956,2009,53,1.02,54.06,55,2973.3
R000656,2025-01-01,C100656,2652,2706,54,1.04,56.16,55,3088.8
R000657,2025-01-01,C100657,2779,2846,67,1.01,67.67,55,3721.85
R000658,2025-01-01,C100658,1162,1226,64,1.01,64.64,55,3555.2
R000659,2025-01-01,C100659,1018,1081,63,1.06,66.78,55,3672.9
R000660,2025-01-01,C100660,4947,4994,47,1.05,49.35,55,2714.25
R000661,2025-01-01,C100661,2103,2199,96,1.05,100.8,55,5544.0
R000662,2025-01-01,C100662,4861,4938,77,1.05,80.85,55,4446.75
R000663,2025-01-01,C100663,1333,1398,65,1.03,66.95,55,3682.25
R000664,2025-01-01,C100664,3192,3266,74,1.03,76.22,55,4192.1
R000665,2025-01-01,C100665,3944,4036,92,1.06,97.52,55,5363.6
R000666,2025-01-01,C100666,4073,4107,34,1.03,35.02,55,1926.1
R000667,2025-01-01,C100667,3850,3895,45,1.06,47.7,55,2623.5
R000668,2025-01-01,C100668,4582,4657,75,1.03,77.25,55,4248.75
R000669,2025-01-01,C100669,1404,1502,98,1.02,99.96,55,5497.8
R000670,2025-01-01,C100670,4375,4472,97,1.06,102.82,55,5655.1
R000671,2025-01-01,C100671,4259,4338,79,1.01,79.79,55,4388.45
R000672,2025-01-01,C100672,2128,2191,63,1.04,65.52,55,3603.6
R000673,2025-01-01,C100673,3571,3643,72,1.05,75.6,55,4158.0
R000674,2025-01-01,C100674,2734,2780,46,1.04,47.84,55,2631.2
R000675,2025-01-01,C100675,4954,5043,89,1.03,91.67,55,5041.85
R000676,2025-01-01,C100676,4810,4866,56,1.02,57.12,55,3141.6
R000677,2025-01-01,C100677,2962,3022,60,1.01,60.6,55,3333.0
R000678,2025-01-01,C100678,3183,3274,91,1.03,93.73,55,5155.15
R000679,2025-01-01,C100679,2138,2217,79,1.06,83.74,55,4605.7
R000680,2025-01-01,C100680,4027,4108,81,1.02,82.62,55,4544.1
R000681,2025-01-01,C100681,4152,4187,35,1.02,35.7,55,1963.5
R000682,2025-01-01,C100682,3562,3623,61,1.02,62.22,55,3422.1
R000683,2025-01-01,C100683,3264,3308,44,1.03,45.32,55,2492.6
R000684,2025-01-01,C100684,3806,3845,39,1.06,41.34,55,2273.7
R000685,2025-01-01,C100685,4573,4624,51,1.01,51.51,55,2833.05
R000686,2025-01-01,C100686,4609,4698,89,1.03,91.67,55,5041.85
R000687,2025-01-01,C100687,1175,1233,58,1.02,59.16,55,3253.8
R000688,2025-01-01,C100688,3030,3110,80,1.05,84.0,55,4620.0
R000689,2025-01-01,C100689,3803,3844,41,1.04,42.64,55,2345.2
R000690,2025-01-01,C100690,3579,3635,56,1.01,56.56,55,3110.8
R000691,2025-01-01,C100691,4726,4815,89,1.04,92.56,55,5090.8
R000692,2025-01-01,C100692,2274,2304,30,1.03,30.9,55,1699.5
R000693,2025-01-01,C100693,1746,1796,50,1.05,52.5,55,2887.5
R000694,2025-01-01,C100694,1353,1452,99,1.03,101.97,55,5608.35
R000695,2025-01-01,C100695,1371,1444,73,1.06,77.38,55,4255.9
R000696,2025-01-01,C100696,4130,4160,30,1.02,30.6,55,1683.0
R000697,2025-01-01,C100697,3009,3054,45,1.03,46.35,55,2549.25
R000698,2025-01-01,C100698,3513,3606,93,1.05,97.65,55,5370.75
R000699,2025-01-01,C100699,3676,3736,60,1.02,61.2,55,3366.0
R000700,2025-01-01,C100700,4642,4742,100,1.03,103.0,55,5665.0
R000701,2025-01-01,C100701,3586,3639,53,1.03,54.59,55,3002.45
R000702,2025-01-01,C100702,1854,1896,42,1.06,44.52,55,2448.6
R000703,2025-01-01,C100703,3169,3211,42,1.01,42.42,55,2333.1
R000704,2025-01-01,C100704,1349,1404,55,1.02,56.1,55,3085.5
R000705,2025-01-01,C100705,2387,2463,76,1.02,77.52,55,4263.6
R000706,2025-01-01,C100706,3507,3563,56,1.04,58.24,55,3203.2
R000707,2025-01-01,C100707,3910,4001,91,1.01,91.91,55,5055.05
R000708,2025-01-01,C100708,1637,1674,37,1.02,37.74,55,2075.7
R000709,2025-01-01,C100709,2663,2718,55,1.02,56.1,55,3085.5
R000710,2025-01-01,C100710,3073,3169,96,1.03,98.88,55,5438.4
R000711,2025-01-01,C100711,1162,1205,43,1.03,44.29,55,2435.95
R000712,2025-01-01,C100712,2619,2686,67,1.06,71.02,55,3906.1
R000713,2025-01-01,C100713,2358,2458,100,1.03,103.0,55,5665.0
R000714,2025-01-01,C100714,4968,5030,62,1.06,65.72,55,3614.6
R000715,2025-01-01,C100715,2665,2709,44,1.03,45.32,55,2492.6
R000716,2025-01-01,C100716,1726,1761,35,1.05,36.75,55,2021.25
R000717,2025-01-01,C100717,4307,4367,60,1.05,63.0,55,3465.0
R000718,2025-01-01,C100718,3304,3335,31,1.02,31.62,55,1739.1
R000719,2025-01-01,C100719,2777,2821,44,1.04,45.76,55,2516.8
R000720,2025-01-01,C100720,4438,4507,69,1.02,70.38,55,3870.9
R000721,2025-01-01,C100721,2013,2062,49,1.06,51.94,55,2856.7
R000722,2025-01-01,C100722,4237,4283,46,1.02,46.92,55,2580.6
R000723,2025-01-01,C100723,3811,3879,68,1.05,71.4,55,3927.0
R000724,2025-01-01,C100724,4063,4139,76,1.06,80.56,55,4430.8
R000725,2025-01-01,C100725,3469,3517,48,1.03,49.44,55,2719.2
R000726,2025-01-01,C100726,3791,3835,44,1.03,45.32,55,2492.6
R000727,2025-01-01,C100727,1329,1413,84,1.03,86.52,55,4758.6
R000728,2025-01-01,C100728,2842,2916,74,1.05,77.7,55,4273.5
R000729,2025-01-01,C100729,2508,2552,44,1.03,45.32,55,2492.6
